obsid,leadid,ccode,idacr,country,continent,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn
ARG-1966,82037a5b-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Ongania,1966-06-28,1970-06-08,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1914
ARG-1970-1,82037a5c-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Lanusse,1970-06-08,1970-06-18,Irregular,Regular,Regular,M,1918
ARG-1970-2,8203ab2e-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Levingston,1970-06-18,1971-03-22,Regular,Irregular,Removed in Military Power Struggle Short of Coup,M,1920
ARG-1971,82037a5c-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Lanusse,1971-03-25,1973-05-25,Irregular,Regular,Regular,M,1918
ARG-1973-1,8203ab2f-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Campora,1973-05-25,1973-07-13,Regular,Regular,Regular,M,1909
ARG-1973-2,8203dc02-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Lastiri,1973-07-13,1973-10-12,Regular,Regular,Regular,M,1915
ARG-1973-3,820318b4-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Peron,1973-10-12,1974-07-01,Regular,Natural Death,Regular,M,1895
ARG-1974,8203dc03-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,"Peron, Isabel",1974-07-01,1976-03-29,Regular,Irregular,"Removed by Military, without Foreign Support",F,1931
ARG-1976,8203dc04-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Videla,1976-03-29,1981-03-29,Irregular,Regular,Regular,M,1925
ARG-1981-1,82040ce0-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Viola,1981-03-29,1981-11-20,Regular,Retired Due to Ill Health,Regular,M,1924
ARG-1981-2,82040ce1-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Liendo,1981-11-20,1981-12-11,Regular,Irregular,Removed in Military Power Struggle Short of Coup,M,1924
ARG-1981-3,82040ce2-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Galtieri,1981-12-12,1982-06-17,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1926
ARG-1982-1,82043db4-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Saint-Jean,1982-06-18,1982-07-01,Irregular,Regular,Regular,M,1926
ARG-1982-2,82043db5-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Bignone,1982-07-01,1983-12-10,Regular,Regular,Regular,M,1928
ARG-1983,82043db6-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Alfonsin,1983-12-10,1989-07-08,Regular,Regular,Regular,M,1926
ARG-1989,82046e88-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Menem,1989-07-08,1999-12-10,Regular,Regular,Regular,M,1930
ARG-1999,82046e89-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,de la Rua,1999-12-10,2001-12-21,Regular,Regular,Regular,M,1937
ARG-2001-1,82046e8a-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Ramon Puerta,2001-12-21,2001-12-23,Regular,Regular,Regular,M,1951
ARG-2001-2,82049f5c-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Adolfo Rodriguez Saa,2001-12-23,2002-01-01,Regular,Regular,Regular,M,1947
ARG-2002,82049f5d-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Eduardo Duhalde,2002-01-02,2003-05-25,Regular,Regular,Regular,M,1941
ARG-2003,82049f5e-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Nestor Kirchner,2003-05-25,2007-12-10,Regular,Regular,Regular,M,1950
ARG-2007,8250bb5e-1e42-11e4-b4cd-db5882bf8def,160,ARG,Argentina,Americas,Fernandez de Kirchner,2007-12-10,2015-12-10,Regular,Regular,Regular,F,1953
ARG-2015,0edcc4a1-df39-11e5-ba44-bb6d7c1a9a58,160,ARG,Argentina,Americas,Mauricio Macri,2015-12-10,2019-12-10,Regular,Regular,Regular,M,1959
ARG_2019_1,NA,160,ARG,Argentina,Americas,Alberto Fernandez,2019-12-10,2023-12-10,Regular,Regular,Regular,M,1959
ARG_2023_1,NA,160,ARG,Argentina,Americas,Javier Milei,2023-12-10,2024-07-31,Regular,Still in Office,Still in Office,M,1970
URU-1938,820562ac-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Baldomir,1938-06-19,1943-03-01,Regular,Regular,Regular,M,1884
URU-1943,820562ad-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Amezaga,1943-03-01,1947-03-01,Regular,Regular,Regular,M,1881
URU-1947-1,820562ae-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Berreta,1947-03-01,1947-08-01,Regular,Retired Due to Ill Health,Regular,M,1875
URU-1947-2,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Batlle Berres,1947-08-01,1951-03-01,Regular,Regular,Regular,M,1897
URU-1951,820562b0-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Martinez Trueba,1951-03-01,1955-03-01,Regular,Regular,Regular,M,1884
URU-1955,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Batlle Berres,1955-03-01,1956-03-01,Regular,Regular,Regular,M,1897
URU-1956,82059380-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Zubiria,1956-03-01,1957-03-01,Regular,Regular,Regular,M,1901
URU-1957,82059381-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Lezama,1957-03-01,1958-03-01,Regular,Regular,Regular,M,1899
URU-1958,8205c454-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Fisher,1958-03-01,1959-03-01,Regular,Regular,Regular,M,1903
URU-1959,8205c455-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Echegoyen,1959-03-02,1960-03-01,Regular,Regular,Regular,M,1892
URU-1960,8205c456-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Nardone,1960-03-01,1961-03-01,Regular,Regular,Regular,M,1907
URU-1961,8205c457-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Haedo,1961-03-01,1962-03-01,Regular,Regular,Regular,M,1898
URU-1962,8205c458-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Harrison,1962-03-01,1963-03-01,Regular,Regular,Regular,M,1900
URU-1963,8205f532-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Crespo,1963-03-01,1964-03-02,Regular,Regular,Regular,M,1901
URU-1964,8205f533-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Giannattasio,1964-03-02,1965-02-07,Regular,Natural Death,Regular,M,1895
URU-1965,8205f534-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Beltran,1965-02-07,1966-03-01,Regular,Regular,Regular,M,1914
URU-1966,82062606-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Heber Usher,1966-03-01,1967-03-01,Regular,Regular,Regular,M,1916
URU-1967-1,82062607-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Gestido,1967-03-01,1967-12-06,Regular,Natural Death,Regular,M,1901
URU-1967-2,82062608-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Pacheco Areco,1967-12-06,1972-03-01,Regular,Regular,Regular,M,1920
URU-1972,820656da-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Bordaberry,1972-03-01,1976-06-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1928
URU-1976-1,820656db-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Demichelli,1976-06-12,1976-09-01,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1894
URU-1976-2,820656dc-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Mendez Manfredini,1976-09-01,1981-09-01,Irregular,Regular,Regular,M,1904
URU-1981,820687ae-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Alvarez Armalino,1981-09-01,1985-03-01,Irregular,Regular,Regular,M,1925
URU-1985,820687af-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Sanguinetti,1985-03-01,1990-03-01,Regular,Regular,Regular,M,1936
URU-1990,820687b0-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Lacalle de Herrera,1990-03-01,1995-03-01,Regular,Regular,Regular,M,1941
URU-1995,820687af-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Sanguinetti,1995-03-01,2000-03-01,Regular,Regular,Regular,M,1936
URU-2000,8206b882-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Jorge Batlle,2000-03-02,2005-03-01,Regular,Regular,Regular,M,1927
URU-2005,8250ec2c-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Tabare Vazquez,2005-03-01,2010-03-01,Regular,Regular,Regular,M,1940
URU-2010,8250ec2d-1e42-11e4-b4cd-db5882bf8def,165,URU,Uruguay,Americas,Jose Mujica,2010-03-01,2015-03-01,Regular,Regular,Regular,M,1935
URU-2015,0edcc4a2-df39-11e5-ba44-bb6d7c1a9a58,165,URU,Uruguay,Americas,Tabare Vasquez,2015-03-01,2020-03-01,Regular,Regular,Regular,M,1940
URU_2020_1,NA,165,URU,Uruguay,Americas,Luis Lacalle Pou,2020-03-01,2024-07-31,Regular,Still in Office,Still in Office,M,1973
UKG-1940,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Churchill,1940-05-10,1945-07-27,Regular,Regular,Regular,M,1874
UKG-1945,82074afe-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Atlee,1945-07-27,1951-10-26,Regular,Regular,Regular,M,1883
UKG-1951,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Churchill,1951-10-26,1955-04-05,Regular,Regular,Regular,M,1874
UKG-1955,82074aff-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Eden,1955-04-06,1957-01-09,Regular,Retired Due to Ill Health,Regular,M,1897
UKG-1957,82074b00-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,MacMillan,1957-01-10,1963-10-18,Regular,Regular,Regular,M,1894
UKG-1963,82077bd2-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Douglas-Home,1963-10-18,1964-10-16,Regular,Regular,Regular,M,1903
UKG-1964,82077bd3-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Wilson,1964-10-16,1970-06-19,Regular,Regular,Regular,M,1916
UKG-1970,82077bd4-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Heath,1970-06-19,1974-03-04,Regular,Regular,Regular,M,1916
UKG-1974,82077bd3-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Wilson,1974-03-04,1976-04-05,Regular,Regular,Regular,M,1916
UKG-1976,82077bd5-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Callaghan,1976-04-05,1979-05-04,Regular,Regular,Regular,M,1912
UKG-1979,8207aca6-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Thatcher,1979-05-04,1990-11-28,Regular,Regular,Regular,F,1925
UKG-1990,8207aca7-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Major,1990-11-28,1997-05-02,Regular,Regular,Regular,M,1943
UKG-1997,8207aca8-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Blair,1997-05-02,2007-06-27,Regular,Regular,Regular,M,1953
UKG-2007,8250ec2e-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Brown,2007-06-27,2010-05-11,Regular,Regular,Regular,M,1951
UKG-2010,8250ec2f-1e42-11e4-b4cd-db5882bf8def,200,UKG,United Kingdom,Europe,Cameron,2010-05-11,2016-07-13,Regular,Regular,Regular,M,1966
UKG_2016_1,NA,200,UKG,United Kingdom,Europe,May,2016-07-13,2019-07-24,Reguar,Regular,Regular,F,1956
UKG_2019_1,NA,200,UKG,United Kingdom,Europe,Johnson,2019-07-24,2022-09-06,Regular,Regular,Regular,M,1964
UKG_2022_1,NA,200,UKG,United Kingdom,Europe,Truss,2022-09-06,2022-10-25,Regular,Regular,Regular,F,1975
UKG_2022_2,NA,200,UKG,United Kingdom,Europe,Sunak,2022-10-25,2024-07-31,Regular,Still in Office,Still in Office,M,1980
IRE-1932,8207dd84-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,de Valera,1932-03-09,1948-02-18,Regular,Regular,Regular,M,1882
IRE-1948,82080e59-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Costello,1948-02-18,1951-06-13,Regular,Regular,Regular,M,1891
IRE-1951,8207dd84-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,de Valera,1951-06-13,1954-06-02,Regular,Regular,Regular,M,1882
IRE-1954,82080e59-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Costello,1954-06-02,1957-03-20,Regular,Regular,Regular,M,1891
IRE-1957,8207dd84-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,de Valera,1957-03-20,1959-06-23,Regular,Regular,Regular,M,1882
IRE-1959,82080e5a-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,LeMass,1959-06-23,1966-11-10,Regular,Regular,Regular,M,1899
IRE-1966,82083f2c-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Lynch,1966-11-10,1973-03-14,Regular,Regular,Regular,M,1917
IRE-1973,82083f2d-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,"Cosgrave, L.",1973-03-14,1977-07-05,Regular,Regular,Regular,M,1920
IRE-1977,82083f2c-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Lynch,1977-07-05,1979-12-11,Regular,Regular,Regular,M,1917
IRE-1979,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Haughey,1979-12-11,1981-06-30,Regular,Regular,Regular,M,1925
IRE-1981,82087000-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Fitzgerald,1981-06-30,1982-03-09,Regular,Regular,Regular,M,1926
IRE-1982-1,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Haughey,1982-03-09,1982-12-14,Regular,Regular,Regular,M,1925
IRE-1982-2,82087000-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Fitzgerald,1982-12-14,1987-03-10,Regular,Regular,Regular,M,1926
IRE-1987,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Haughey,1987-03-10,1992-02-11,Regular,Regular,Regular,M,1925
IRE-1992,82087001-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Reynolds,1992-02-11,1994-12-15,Regular,Regular,Regular,M,1935
IRE-1994,82087002-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Bruton,1994-12-15,1997-06-26,Regular,Regular,Regular,M,1947
IRE-1997,8208a0d4-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,Ahern,1997-06-26,2008-05-07,Regular,Regular,Regular,M,1951
IRE-2008,8250ec30-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,B. Cowen,2008-05-07,2011-03-09,Regular,Regular,Regular,M,1960
IRE-2011,82511d00-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ireland,Europe,E. Kenny,2011-03-09,2017-06-14,Regular,Regular,Regular,M,1951
IRE_2017_1,NA,205,IRE,Ireland,Europe,Leo Varadkar,2017-06-14,2020-06-27,Regular,Regular,Regular,M,1979
IRE_2020_1,NA,205,IRE,Ireland,Europe,Michéal Martin,2020-06-27,2022-12-17,Regular,Regular,Regular,M,1960
IRE_2022_1,NA,205,IRE,Ireland,Europe,Leo Varadkar,2022-12-17,2024-07-31,Regular,Still in Office,Still in Office,M,1979
NTH-1945,82093355-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Schermerhorn,1945-06-24,1946-05-17,Regular,Regular,Regular,M,1894
NTH-1946,82096424-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Beel,1946-07-03,1948-07-07,Regular,Regular,Regular,M,1902
NTH-1948,82096425-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Drees,1948-08-07,1958-12-22,Regular,Regular,Regular,M,1886
NTH-1958,82096424-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Beel,1958-12-22,1959-05-19,Regular,Regular,Regular,M,1902
NTH-1959,82096426-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,de Quay,1959-05-19,1963-05-15,Regular,Regular,Regular,M,1901
NTH-1963,82096427-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Marijnen,1963-07-24,1965-02-26,Regular,Regular,Regular,M,1917
NTH-1965,82096428-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Cals,1965-04-27,1966-10-14,Regular,Regular,Regular,M,1914
NTH-1966,82096429-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Zijlstra,1966-11-22,1967-02-15,Regular,Regular,Regular,M,1918
NTH-1967,820994f8-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,De Jong,1967-04-03,1971-04-29,Regular,Regular,Regular,M,1915
NTH-1971,820994f9-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Biesheuvel,1971-07-06,1973-05-11,Regular,Regular,Regular,M,1920
NTH-1973,820994fa-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,den Uyl,1973-05-11,1977-12-19,Regular,Regular,Regular,M,1919
NTH-1977,820994fb-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,van Agt,1977-12-19,1982-11-04,Regular,Regular,Regular,M,1931
NTH-1982,820994fc-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Lubbers,1982-11-04,1994-08-22,Regular,Regular,Regular,M,1939
NTH-1994,820994fd-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Kok,1994-08-22,2002-07-22,Regular,Regular,Regular,M,1938
NTH-2002,8209c5d6-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,Jan Peter Balkenende,2002-07-22,2010-10-14,Regular,Regular,Regular,M,1956
NTH-2010,82511d01-1e42-11e4-b4cd-db5882bf8def,210,NTH,Netherlands,Europe,M. Rutte,2010-10-14,2024-07-31,Regular,Still in Office,Still in Office,M,1967
BEL-1944,820a5856-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Pierlot,1944-09-03,1945-02-07,Regular,Regular,Regular,M,1883
BEL-1945,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,van Acker,1945-02-11,1946-02-18,Regular,Regular,Regular,M,1898
BEL-1946-1,820a5855-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Spaak,1946-03-12,1946-03-21,Regular,Regular,Regular,M,1899
BEL-1946-2,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,van Acker,1946-03-31,1946-07-09,Regular,Regular,Regular,M,1898
BEL-1946-3,820a8926-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Huysman,1946-08-02,1947-03-12,Regular,Regular,Regular,M,1871
BEL-1947,820a5855-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Spaak,1947-03-19,1949-06-28,Regular,Regular,Regular,M,1899
BEL-1949,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,"Eyskens, G.",1949-08-10,1950-03-18,Regular,Regular,Regular,M,1905
BEL-1950-1,820a8928-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Duvieusart,1950-06-08,1950-08-11,Regular,Regular,Regular,M,1900
BEL-1950-2,820a8929-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Pholien,1950-08-15,1952-01-09,Regular,Regular,Regular,M,1884
BEL-1952,820a892a-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,van Houtte,1952-01-15,1954-04-12,Regular,Regular,Regular,M,1907
BEL-1954,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,van Acker,1954-04-22,1958-06-02,Regular,Regular,Regular,M,1898
BEL-1958,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,"Eyskens, G.",1958-06-25,1961-03-27,Regular,Regular,Regular,M,1905
BEL-1961,820a892b-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Lefevre,1961-04-25,1965-07-27,Regular,Regular,Regular,M,1914
BEL-1965,820ab9fa-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Harmel,1965-07-27,1966-02-11,Regular,Regular,Regular,M,1911
BEL-1966,820ab9fb-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Vanden Boeynants,1966-03-19,1968-06-16,Regular,Regular,Regular,M,1919
BEL-1968,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,"Eyskens, G.",1968-06-17,1973-01-26,Regular,Regular,Regular,M,1905
BEL-1973,820ab9fc-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Leburton,1973-01-26,1974-04-24,Regular,Regular,Regular,M,1915
BEL-1974,820ab9fd-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Tindemans,1974-04-25,1978-10-20,Regular,Regular,Regular,M,1922
BEL-1978,820ab9fb-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Vanden Boeynants,1978-10-20,1979-04-03,Regular,Regular,Regular,M,1919
BEL-1979,820ab9fe-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Martens,1979-04-03,1981-04-06,Regular,Regular,Regular,M,1936
BEL-1981-1,820ab9ff-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,"Eyskens, M.",1981-04-06,1981-12-17,Regular,Regular,Regular,M,1933
BEL-1981-2,820ab9fe-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Martens,1981-12-17,1992-03-07,Regular,Regular,Regular,M,1936
BEL-1992,820aeace-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Dehaene,1992-03-07,1999-07-12,Regular,Regular,Regular,M,1940
BEL-1999,820aeacf-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Verhofstadt,1999-07-12,2008-03-20,Regular,Regular,Regular,M,1953
BEL-2008-1,82511d02-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Leterme,2008-03-20,2008-12-30,Regular,Regular,Regular,M,1960
BEL-2008-2,82511d03-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,van Rompuy,2008-12-30,2009-11-25,Regular,Regular,Regular,M,1947
BEL-2009,82511d02-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Leterme,2009-11-25,2011-12-06,Regular,Regular,Regular,M,1960
BEL-2011,82511d04-1e42-11e4-b4cd-db5882bf8def,211,BEL,Belgium,Europe,Di Rupo,2011-12-06,2014-10-11,Regular,Regular,Regular,M,1951
BEL-2014,149e3ccc-aae0-11e4-b3bc-29f2fa19767e,211,BEL,Belgium,Europe,Charles Michel,2014-10-11,2019-10-27,Regular,Regular,Regular,M,1975
BEL_2019_1,NA,211,BEL,Belgium,Europe,Sophie Wilmes,2019-10-27,2020-10-01,Regular,Regular,Regular,F,1975
BEL_2020_1,NA,211,BEL,Belgium,Europe,Alexander De Croo,2020-10-01,2024-07-31,Regular,Still in Office,Still in Office,M,1975
LUX-1945,820b4c76-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Dupong,1945-05-09,1953-12-22,Regular,Natural Death,Regular,M,1885
LUX-1953,820b1ba7-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Bech,1953-12-28,1958-03-26,Regular,Regular,Regular,M,1887
LUX-1958,820b4c77-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Frieden,1958-03-31,1959-02-23,Regular,Natural Death,Regular,M,1892
LUX-1959,820b4c78-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Werner,1959-03-07,1974-05-27,Regular,Regular,Regular,M,1913
LUX-1974,820b4c79-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Thorn G.,1974-06-15,1979-07-19,Regular,Regular,Regular,M,1928
LUX-1979,820b4c78-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Werner,1979-07-19,1984-07-20,Regular,Regular,Regular,M,1913
LUX-1984,820b4c7a-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Santer,1984-07-20,1995-01-20,Regular,Regular,Regular,M,1937
LUX-1995,820b4c7b-1e42-11e4-b4cd-db5882bf8def,212,LUX,Luxemburg,Europe,Juncker,1995-01-20,2013-12-04,Regular,Regular,Regular,M,1954
LUX-2013,2b37a454-3481-11e4-8dba-bbcd9ed46413,212,LUX,Luxemburg,Europe,Xavier Bettel,2013-12-04,2023-11-17,Regular,Regular,Regular,M,1973
LUX_2023_1,NA,212,LUX,Luxemburg,Europe,Luc Frieden,2023-11-17,2024-07-31,Regular,Still in Office,Still in Office,M,1963
FRN-1940-2,820cd324-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Petain,1940-06-17,1942-04-18,Regular,Regular,Regular,M,1856
FRN-1942,820ca24f-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Laval,1942-04-18,1944-08-17,Regular,Foreign,Removed through Threat of Foreign Force,M,1883
FRN-1944,820cd325-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,De Gaulle,1944-09-10,1946-01-20,Regular,Regular,Regular,M,1890
FRN-1946-1,820d03f4-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Gouin,1946-01-26,1946-06-12,Regular,Regular,Regular,M,1884
FRN-1946-2,357ffcc8-3bbd-11e5-afeb-eb6f07f9fec7,220,FRN,France,Europe,Bidault,1946-06-24,1946-11-28,Regular,Regular,Regular,M,1899
FRN-1946-3,820cd322-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Blum,1946-12-16,1947-01-16,Regular,Regular,Regular,M,1872
FRN-1947-1,820d03f6-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Ramadier,1947-01-22,1947-11-19,Regular,Regular,Regular,M,1888
FRN-1947-2,820d03f7-1e42-11e4-b4cd-db5882bf8def,220,FRN,France,Europe,Schuman,1947-11-24,1948-07-19,Regular,Regular,Regular,M,1886
